precipitationLast6Hours,visibility,barometricPressure,windDirection,relativeHumidity,heatIndex,rawMessage,timestamp,maxTemperatureLast24Hours,elevation,temperature,minTemperatureLast24Hours,precipitationLastHour,precipitationLast3Hours,dewpoint,windChill,windGust,seaLevelPressure,windSpeed,textDescription
,16090,101520,130,86.423356721086,,KJFK 061051Z 13006KT 10SM -RA FEW027 BKN080 OVC120 12/10 A2998 RMK AO2 RAB26 SLP152 P0000 T01220100,2022-05-06T10:51:00+00:00,,7,12.2,,0,,10,,,101520,11.16,Light Rain
,16090,101860,150,68.973277430726,,KEWR 020251Z 15004KT 10SM -RA SCT075 OVC120 14/08 A3008 RMK AO2 RAB0155 SLP186 P0000 60000 T01390083 51013,2022-05-02T02:51:00+00:00,,9,13.9,,0,0,8.3,,,101860,7.56,Light Rain
,16090,101970,360,53.755806654503,,KJFK 051351Z 36011KT 10SM FEW044 FEW085 FEW250 18/08 A3011 RMK AO2 SLP194 T01780083,2022-05-05T13:51:00+00:00,,7,17.8,,,,8.3,,,101940,20.52,Mostly Clear
,11270,101760,0,92.875368778185,,KNYC 040851Z AUTO 00000KT 7SM OVC006 10/09 A3005 RMK AO2 RAE10 CIG 006V010 SLP169 P0001 60003 T01000089 58017 $,2022-05-04T08:51:00+00:00,,27,10,,0,0,8.9,,,101690,0,Cloudy
,16090,101970,140,68.750377788705,,KLGA 040051Z 14009KT 10SM BKN022 BKN170 OVC250 13/07 A3011 RMK AO2 SLP196 T01280072 $,2022-05-04T00:51:00+00:00,,9,12.8,,,,7.2,,,101960,16.56,Cloudy
,16090,102170,60,59.870523930267,,KJFK 031651Z 06006KT 10SM FEW026 SCT210 BKN250 16/08 A3017 RMK AO2 SLP215 T01610083,2022-05-03T16:51:00+00:00,,7,16.1,,,,8.3,,,102150,11.16,Mostly Cloudy
,4020,101590,330,92.993524010865,,KJFK 041551Z 33005KT 2 1/2SM BR OVC005 12/11 A3000 RMK AO2 SFC VIS 6 RAB1456E29 SLP158 CIG 004V006 P0001 T01220111,2022-05-04T15:51:00+00:00,,7,12.2,,0,,11.1,,,101580,9.36,Fog/Mist
,16090,101360,240,70.302206007068,,KEWR 042351Z 24006KT 10SM FEW050 BKN085 BKN130 18/13 A2993 RMK AO2 SLP133 T01830128 10200 20156 53003,2022-05-04T23:51:00+00:00,,9,18.3,,,,12.8,,,101330,11.16,Mostly Cloudy
,16090,102100,40,69.322490896102,,KLGA 031151Z 04008G17KT 10SM FEW015 SCT250 13/08 A3015 RMK AO2 SLP209 70003 T01330078 10133 20100 53010,2022-05-03T11:51:00+00:00,,9,13.3,,,,7.8,,,102090,14.76,Partly Cloudy
,16090,101930,360,85.795186713907,,,2022-05-03T04:22:00+00:00,,3,11.7,,,,9.4,,,,7.56,Partly Cloudy
0,16090,,,,,KNYC 020551Z AUTO VRB03KT 10SM BKN043 OVC050 13/08 A3009 RMK AO2 SLP180 60000 T01330083 10144 20128 58005 $,2022-05-02T05:51:00+00:00,,27,,,,,,,,,,Cloudy
,16090,102130,60,66.902625351419,,KTEB 031351Z 06006KT 10SM BKN024 15/09 A3016 RMK AO2 SLP213 T01500089,2022-05-03T13:51:00+00:00,,3,15,,,,8.9,,,102130,11.16,Mostly Cloudy
,16090,101760,160,32.200103852806,,KTEB 012251Z 16008KT 10SM CLR 17/00 A3005 RMK AO2 SLP174 T01670000,2022-05-01T22:51:00+00:00,,3,16.7,,,,0,,,101740,14.76,Clear
,16090,101860,,10.715909131291,,KEWR 291551Z 31016G25KT 10SM FEW250 15/M16 A3008 RMK AO2 PK WND 29029/1535 SLP186 T01501156,2022-04-29T15:51:00+00:00,,9,15,,,,-15.6,,46.44,101860,,Mostly Clear
,2410,101800,130,96.688464288609,,KJFK 040714Z 13008KT 1 1/2SM OVC004 09/09 A3006 RMK AO2 SFC VIS 7 DZE13 P0000 T00940089,2022-05-04T07:14:00+00:00,,7,9.4,,0,,8.9,7.2183083629522224,,,14.76,Cloudy
0.01,11270,101800,40,82.880385175758,,KLGA 021151Z 04004KT 7SM -RA BKN012 OVC026 11/08 A3006 RMK AO2 SLP179 CB DSNT SE MOV E P0004 60032 70032 T01110083 10139 20111 53013,2022-05-02T11:51:00+00:00,,9,11.1,,0,,8.3,,,101790,7.56,Light Rain
,16090,101800,,19.816795033813,,KTEB 301751Z 31011KT 10SM CLR 17/M06 A3006 RMK AO2 SLP179 T01721061 10178 20089 58017,2022-04-30T17:51:00+00:00,,3,17.2,,,,-6.1,,,101790,,Clear
,6440,,,,,KTEB 041858Z 00000KT 4SM BR OVC011 14/12 A2993 RMK AO2 T01440117,2022-05-04T18:58:00+00:00,,3,,,,,,,,,,Fog/Mist
,16090,102000,120,79.654510078888,,KEWR 040251Z 12007KT 10SM OVC010 12/08 A3012 RMK AO2 SLP199 T01170083 56000,2022-05-04T02:51:00+00:00,,9,11.7,,,,8.3,,,101990,12.96,Cloudy
,16090,101830,130,26.529857543715,,KEWR 012051Z 13009G15KT 10SM FEW100 BKN180 BKN240 18/M02 A3007 RMK AO2 SLP183 T01781017 55009,2022-05-01T20:51:00+00:00,,9,17.8,,,,-1.7,,,101830,16.56,Mostly Cloudy
,16090,102070,120,76.993951308353,,KNYC 040151Z AUTO 12007KT 10SM OVC019 12/08 A3014 RMK AO2 SLP197 T01170078 $,2022-05-04T01:51:00+00:00,,27,11.7,,,,7.8,,,101970,12.96,Cloudy
,16090,101970,30,86.423356721086,,KNYC 030229Z AUTO 03003KT 10SM BKN013 OVC020 12/10 A3011 RMK AO2 T01220100 $,2022-05-03T02:29:00+00:00,,27,12.2,,,,10,,,,5.4,Cloudy
,16090,101760,190,25.767100762426,,KTEB 302351Z 19007KT 10SM CLR 14/M05 A3005 RMK AO2 SLP175 T01441050 10194 20144 53011,2022-04-30T23:51:00+00:00,,3,14.4,,,,-5,,,101750,12.96,Clear
,16090,101460,200,64.375172704717,,KLGA 061051Z 20003KT 10SM FEW060 SCT080 OVC100 16/09 A2996 RMK AO2 SLP146 T01560089,2022-05-06T10:51:00+00:00,,9,15.6,,,,8.9,,,101460,5.4,Cloudy
,12870,101520,90,85.795186713907,,KEWR 041135Z 09006KT 8SM -RA BKN012 BKN025 OVC100 12/09 A2998 RMK AO2 P0001 T01170094,2022-05-04T11:35:00+00:00,,9,11.7,,0,,9.4,,,,11.16,Light Rain
,4020,101760,50,92.966926628606,,KNYC 022033Z AUTO 05004KT 2 1/2SM BR OVC006 12/11 A3005 RMK AO2 RAB22E31 P0000 T01170106 $,2022-05-02T20:33:00+00:00,,27,11.7,,0,,10.6,,,,7.56,Fog/Mist
,16090,101860,170,23.56623107464,,KLGA 011951Z 17010KT 10SM BKN200 BKN260 18/M03 A3008 RMK AO2 SLP185 T01781033 $,2022-05-01T19:51:00+00:00,,9,17.8,,,,-3.3,,,101850,18.36,Mostly Cloudy
,16090,101930,170,32.631931202086,,,2022-05-01T01:51:00+00:00,,9,13.3,,,,-2.8,,,101920,7.56,
0,8050,101490,130,89.22963410269,,KTEB 041151Z 13005KT 5SM -RA BR OVC006 11/09 A2997 RMK AO2 RAB1057E09B29 SLP149 P0000 60009 70009 T01060089 10106 20100 58017,2022-05-04T11:51:00+00:00,,3,10.6,,0,,8.9,,,101490,9.36,Light Rain and Fog/Mist
,12870,,,,,KNYC 042051Z AUTO VRB04KT 8SM BKN110 17/12 A2994 RMK AO2 SLP129 T01720122 56015 $,2022-05-04T20:51:00+00:00,,27,,,,,,,,,,Mostly Cloudy
,16090,101900,150,66.434122377317,,KJFK 012251Z 15007KT 10SM FEW140 OVC210 13/07 A3009 RMK AO2 SLP187 T01280067,2022-05-01T22:51:00+00:00,,7,12.8,,,,6.7,,,101870,12.96,Cloudy
,12870,101560,60,85.795186713907,,KEWR 041051Z 06005KT 8SM -RA FEW007 SCT013 OVC028 12/09 A2999 RMK AO2 SLP156 P0000 T01170094,2022-05-04T10:51:00+00:00,,9,11.7,,0,,9.4,,,101560,9.36,Light Rain
,16090,101660,10,72.346821714672,,KEWR 050532Z 01007KT 10SM SCT020 BKN032 BKN055 17/12 A3002 RMK AO2 T01670117,2022-05-05T05:32:00+00:00,,9,16.7,,,,11.7,,,,12.96,Mostly Cloudy
,16090,101970,340,22.472375396397,,KTEB 300251Z 34012G19KT 10SM CLR 11/M10 A3011 RMK AO2 SLP194 T01061100 51028,2022-04-30T02:51:00+00:00,,3,10.6,,,,-10,,,101940,22.32,Clear
,16090,101730,190,68.973277430726,,KJFK 052351Z 19012KT 10SM FEW060 BKN230 14/08 A3004 RMK AO2 SLP172 T01390083 10189 20139 50002,2022-05-05T23:51:00+00:00,,7,13.9,,,,8.3,,,101720,22.32,Mostly Cloudy
,16090,101800,20,71.830365829443,,KLGA 051051Z 02006KT 10SM SCT049 SCT250 14/09 A3006 RMK AO2 SLP178 T01390089,2022-05-05T10:51:00+00:00,,9,13.9,,,,8.9,,,101780,11.16,Partly Cloudy
,16090,102070,60,47.87506114616,,KLGA 011151Z 06005KT 10SM FEW190 FEW250 11/00 A3014 RMK AO2 SLP206 T01060000 10106 20089 53011,2022-05-01T11:51:00+00:00,,9,10.6,,,,0,,,102060,9.36,Mostly Clear
,16090,101630,170,35.217081569395,21.395112685423335,KTEB 051951Z 17007KT 10SM CLR 22/06 A3001 RMK AO2 SLP162 T02220061,2022-05-05T19:51:00+00:00,,3,22.2,,,,6.1,,,101620,12.96,Clear
,16090,101590,,9.1309155705867,,KEWR 291951Z 31016G23KT 10SM FEW250 18/M15 A3000 RMK AO2 PK WND 29029/1902 SLP159 T01831150,2022-04-29T19:51:00+00:00,,9,18.3,,,,-15,,42.48,101590,,Mostly Clear
,16090,101860,50,89.317597936371,,KTEB 030151Z 05005KT 10SM OVC007 12/10 A3008 RMK AO2 SLP184 T01170100,2022-05-03T01:51:00+00:00,,3,11.7,,,,10,,,101840,9.36,Cloudy
,16090,102130,110,71.717959085678,,KJFK 032051Z 11015KT 10SM FEW034 BKN180 OVC250 13/08 A3016 RMK AO2 SLP212 T01330083 58004,2022-05-03T20:51:00+00:00,,7,13.3,,,,8.3,,,102120,27.72,Cloudy
,16090,102000,320,32.624489119442,,KLGA 300851Z 32007KT 10SM CLR 08/M07 A3012 RMK AO2 SLP199 T00831072 56001,2022-04-30T08:51:00+00:00,,9,8.3,,,,-7.2,6.120070266766667,,101990,12.96,Clear
,16090,,,,,KNYC 051051Z AUTO VRB03KT 10SM CLR 14/09 A3009 RMK AO2 SLP182 T01390094 $,2022-05-05T10:51:00+00:00,,27,,,,,,,,,,Clear
,16090,102130,140,61.814618307198,,KEWR 031951Z 14009KT 10SM FEW023 BKN170 OVC250 16/08 A3016 RMK AO2 SLP212 T01560083,2022-05-03T19:51:00+00:00,,9,15.6,,,,8.3,,,102120,16.56,Cloudy
,16090,101660,170,32.944736131239,22.545779221204445,KEWR 051951Z 17007KT 10SM FEW060 BKN250 23/06 A3002 RMK AO2 SLP165 T02330061,2022-05-05T19:51:00+00:00,,9,23.3,,,,6.1,,,101650,12.96,Mostly Cloudy
,6440,101560,50,89.22963410269,,KLGA 041351Z 05009KT 4SM -RA BR BKN007 OVC010 11/09 A2999 RMK AO2 DZE05RAB05 SLP155 P0002 T01060089,2022-05-04T13:51:00+00:00,,9,10.6,,0,,8.9,,,101550,16.56,Light Rain and Fog/Mist
,16090,102100,20,77.246795999401,,KEWR 031151Z 02009KT 10SM FEW015 SCT220 13/09 A3015 RMK AO2 SLP210 70002 T01330094 10133 20106 53009,2022-05-03T11:51:00+00:00,,9,13.3,,,,9.4,,,102100,16.56,Partly Cloudy
,16090,101930,190,58.518037708605,,KLGA 010551Z 19006KT 10SM CLR 11/03 A3010 RMK AO2 SLP191 T01060028 10144 20100 50000,2022-05-01T05:51:00+00:00,,9,10.6,,,,2.8,,,101910,11.16,Clear
,16090,,,,,KEWR 020558Z 11005KT 10SM OVC027 14/07 A3006 RMK AO2 T01390067,2022-05-02T05:58:00+00:00,,9,,,,,,,,,,Cloudy
,16090,101970,120,73.905075949333,,KLGA 040251Z 12010KT 10SM OVC015 12/07 A3011 RMK AO2 SLP197 T01170072 55002 $,2022-05-04T02:51:00+00:00,,9,11.7,,,,7.2,,,101970,18.36,Cloudy
,16090,101560,0,83.087914090164,,KJFK 060551Z 00000KT 10SM OVC150 13/10 A2999 RMK AO2 SLP155 T01280100 10139 20122 58017,2022-05-06T05:51:00+00:00,,7,12.8,,,,10,,,101550,0,Cloudy
,16090,101630,330,10.83491163881,,KJFK 291751Z 33022G29KT 10SM FEW250 16/M15 A3001 RMK AO2 PK WND 32032/1704 SLP163 T01561150 10161 20072 58026,2022-04-29T17:51:00+00:00,,7,15.6,,,,-15,,53.64,101630,40.68,Mostly Clear and Windy
,16090,101900,110,45.291906152098,,KEWR 051551Z 11007KT 10SM FEW045 BKN250 20/08 A3009 RMK AO2 SLP188 T02000078,2022-05-05T15:51:00+00:00,,9,20,,,,7.8,,,101880,12.96,Mostly Cloudy
,16090,101800,60,89.269748995158,,KLGA 030017Z 06008KT 10SM OVC008 11/09 A3006 RMK AO2 DZE13 P0000 T01110094,2022-05-03T00:17:00+00:00,,9,11.1,,0,,9.4,,,,14.76,Cloudy
,16090,,,,,KNYC 031320Z AUTO 06007KT 10SM BKN021 14/08 A3020 RMK AO2 T01440083 $,2022-05-03T13:20:00+00:00,,27,,,,,,,,,,Mostly Cloudy
0,4830,101630,70,92.993524010865,,KTEB 021751Z 07006KT 3SM BR OVC007 12/11 A3001 RMK AO2 DZE47 CIG 005V010 SLP162 P0000 60001 T01220111 10128 20106 58009,2022-05-02T17:51:00+00:00,,3,12.2,,0,,11.1,,,101620,11.16,Fog/Mist
,16090,102100,40,33.065502601487,,KLGA 011451Z 04007KT 10SM FEW170 SCT200 BKN250 16/M01 A3015 RMK AO2 SLP208 T01561006 53002,2022-05-01T14:51:00+00:00,,9,15.6,,,,-0.6,,,102080,12.96,Mostly Cloudy
,16090,101800,,77.246795999401,,KNYC 050951Z AUTO VRB03KT 10SM SCT046 13/09 A3006 RMK AO2 SLP171 T01330094 $,2022-05-05T09:51:00+00:00,,27,13.3,,,,9.4,,,101710,5.4,Partly Cloudy
,16090,102070,20,77.168206621341,,KLGA 031051Z 02007KT 340V050 10SM FEW015 FEW150 13/09 A3014 RMK AO2 SLP205 T01280089,2022-05-03T10:51:00+00:00,,9,12.8,,,,8.9,,,102050,12.96,Mostly Clear
,16090,102200,60,55.702676684135,,KNYC 031851Z AUTO 06008KT 10SM CLR 17/08 A3018 RMK AO2 SLP212 T01670078 $,2022-05-03T18:51:00+00:00,,27,16.7,,,,7.8,,,102120,14.76,Clear
,16090,,,,,KNYC 030024Z AUTO VRB03KT 10SM BKN011 OVC018 12/11 A3009 RMK AO2 T01220106 $,2022-05-03T00:24:00+00:00,,27,,,,,,,,,,Cloudy
,11270,101520,60,83.831702542696,,KEWR 061251Z 06004KT 7SM -RA FEW015 SCT029 OVC036 14/12 A2998 RMK AO2 SLP152 P0012 T01440117,2022-05-06T12:51:00+00:00,,9,14.4,,0,,11.7,,,101520,7.56,Light Rain
,16090,102100,110,76.993951308353,,KJFK 032251Z 11010KT 10SM SCT025 SCT170 BKN250 12/08 A3015 RMK AO2 SLP209 T01170078,2022-05-03T22:51:00+00:00,,7,11.7,,,,7.8,,,102090,18.36,Mostly Cloudy
,16090,102100,0,29.581818251743,,KNYC 300751Z AUTO 00000KT 10SM CLR 08/M09 A3015 RMK AO2 SLP202 T00781089 $,2022-04-30T07:51:00+00:00,,27,7.8,,,,-8.9,,,102020,0,Clear
,16090,,,,,KEWR 040332Z 13007KT 10SM OVC009 11/08 A3012 RMK AO2 T01110083,2022-05-04T03:32:00+00:00,,9,,,,,,,,,,Cloudy
,16090,102070,350,29.581818251743,,KEWR 300951Z 35005KT 10SM FEW250 08/M09 A3014 RMK AO2 SLP206 T00781089,2022-04-30T09:51:00+00:00,,9,7.8,,,,-8.9,6.143217519116111,,102060,9.36,Mostly Clear
,16090,101970,340,92.285708289197,,,2022-05-03T04:33:00+00:00,,7,10.6,,,,9.4,,,,9.36,Mostly Cloudy
,16090,102100,,28.77083553879,,KNYC 300651Z AUTO VRB03KT 10SM CLR 09/M08 A3015 RMK AO2 SLP200 T00891083 $,2022-04-30T06:51:00+00:00,,27,8.9,,,,-8.3,8.394346188881666,,102000,5.4,Clear
,16090,101830,70,92.993524010865,,KJFK 021251Z 07005KT 10SM -RA SCT012 BKN023 OVC070 12/11 A3007 RMK AO2 SLP182 P0001 T01220111,2022-05-02T12:51:00+00:00,,7,12.2,,0,,11.1,,,101820,9.36,Light Rain
,16090,102130,320,24.833129339154,,KEWR 301151Z 32008KT 10SM CLR 11/M08 A3016 RMK AO2 SLP212 T01111083 10111 20072 51008,2022-04-30T11:51:00+00:00,,9,11.1,,,,-8.3,,,102120,14.76,Clear
,16090,101830,300,16.433600682517,,KJFK 291551Z 30019G29KT 10SM FEW250 13/M12 A3007 RMK AO2 PK WND 32031/1541 SLP183 T01331117,2022-04-29T15:51:00+00:00,,7,13.3,,,,-11.7,,53.64,101830,35.28,Mostly Clear and Windy
,16090,101520,330,12.059054277702,,KLGA 291951Z 33016G23KT 10SM CLR 16/M13 A2998 RMK AO2 PK WND 31026/1928 SLP153 T01611133,2022-04-29T19:51:00+00:00,,9,16.1,,,,-13.3,,42.48,101530,29.52,Clear
,16090,102070,,,,KNYC 011651Z AUTO VRB03KT 10SM CLR 19/M06 A3014 RMK AO2 SLP198 T01941056 $,2022-05-01T16:51:00+00:00,,27,19.4,,,,,,,101980,5.4,Clear
,16090,101690,90,66.434122377317,,KTEB 020751Z 09003KT 10SM BKN022 OVC027 13/07 A3003 RMK AO2 SLP167 T01280067,2022-05-02T07:51:00+00:00,,3,12.8,,,,6.7,,,101670,5.4,Cloudy
0,3220,101760,70,92.993524010865,,KNYC 021751Z AUTO 07005KT 2SM BR OVC004 12/11 A3005 RMK AO2 SLP166 P0001 60001 T01220111 10128 20111 58004 $,2022-05-02T17:51:00+00:00,,27,12.2,,0,,11.1,,,101660,9.36,Fog/Mist
,16090,101730,190,40.570677165318,,KTEB 020051Z 19005KT 10SM OVC100 15/02 A3004 RMK AO2 SLP171 T01500017,2022-05-02T00:51:00+00:00,,3,15,,,,1.7,,,101710,9.36,Cloudy
,16090,101800,130,86.202442841334,,KLGA 040651Z 13007KT 10SM -DZ BKN006 OVC010 10/08 A3006 RMK AO2 SLP177 P0000 T01000078 $,2022-05-04T06:51:00+00:00,,9,10,,0,,7.8,,,101770,12.96,Light Drizzle
,12870,101560,180,86.531884394108,,KEWR 041551Z 18003KT 8SM OVC007 13/11 A2999 RMK AO2 SLP156 T01330111,2022-05-04T15:51:00+00:00,,9,13.3,,,,11.1,,,101560,5.4,Cloudy
,16090,101660,160,47.009959433284,,KEWR 052351Z 16007KT 10SM FEW060 SCT160 BKN220 BKN260 19/08 A3002 RMK AO2 SLP166 T01940078 10239 20194 50006,2022-05-05T23:51:00+00:00,,9,19.4,,,,7.8,,,101660,12.96,Mostly Cloudy
,16090,101800,330,14.445351477256,,KJFK 300051Z 33015KT 10SM FEW250 13/M13 A3006 RMK AO2 SLP179 T01331133,2022-04-30T00:51:00+00:00,,7,13.3,,,,-13.3,,,101790,27.72,Mostly Clear
,16090,101830,130,52.429827732781,,KJFK 012351Z 13009KT 10SM SCT120 OVC200 13/03 A3007 RMK AO2 SLP181 T01280033 10172 20128 58011,2022-05-01T23:51:00+00:00,,7,12.8,,,,3.3,,,101810,16.56,Cloudy
,2010,,,,,KNYC 021014Z AUTO VRB03G15KT 1 1/4SM +RA BR SCT018 OVC042 11/09 A3005 RMK AO2 RAB0955 P0018 T01060094 $,2022-05-02T10:14:00+00:00,,27,,,0,,,,,,,Heavy Rain and Fog/Mist
,16090,102030,330,25.527897444249,,KEWR 300651Z 33008KT 10SM CLR 09/M09 A3013 RMK AO2 SLP202 T00941094,2022-04-30T06:51:00+00:00,,9,9.4,,,,-9.4,7.2183083629522224,,102020,14.76,Clear
,16090,101970,360,62.603057577541,,KEWR 051251Z 36011KT 10SM FEW025 SCT080 17/10 A3011 RMK AO2 SLP196 T01720100,2022-05-05T12:51:00+00:00,,9,17.2,,,,10,,,101960,20.52,Partly Cloudy
,16090,101830,100,64.545340236686,,KEWR 020451Z 10005KT 10SM BKN060 OVC100 14/08 A3007 RMK AO2 SLP183 T01440078 402060061,2022-05-02T04:51:00+00:00,,9,14.4,,,,7.8,,,101830,9.36,Cloudy
,12870,101760,0,96.107794274811,,KJFK 021128Z 00000KT 8SM -RA BKN011 BKN029 OVC090 12/11 A3005 RMK AO2 PK WND 13026/1053 WSHFT 1039 LTG DSNT S P0010 T01170111,2022-05-02T11:28:00+00:00,,7,11.7,,0,,11.1,,,,0,Light Rain
,11270,101390,70,79.811182429167,,KLGA 041851Z 07004KT 7SM FEW017 OVC040 13/09 A2994 RMK AO2 SLP139 T01280094 $,2022-05-04T18:51:00+00:00,,9,12.8,,,,9.4,,,101390,7.56,Cloudy
,16090,101970,350,92.285708289197,,KJFK 030551Z 35006KT 10SM BKN014 11/09 A3011 RMK AO2 SLP195 T01060094 10111 20100 50007,2022-05-03T05:51:00+00:00,,7,10.6,,,,9.4,,,101950,11.16,Mostly Cloudy
,16090,102100,120,24.459086773046,,KEWR 011451Z 12005KT 10SM FEW200 BKN250 18/M03 A3015 RMK AO2 SLP208 T01781028 53003,2022-05-01T14:51:00+00:00,,9,17.8,,,,-2.8,,,102080,9.36,Mostly Cloudy
,16090,101630,330,11.260304301039,,KLGA 291751Z 33015G24KT 10SM FEW250 15/M15 A3001 RMK AO2 PK WND 32030/1658 SLP163 T01501150 10150 20067 58025,2022-04-29T17:51:00+00:00,,9,15,,,,-15,,44.64,101630,27.72,Mostly Clear
,16090,101930,110,71.717959085678,,KNYC 020451Z AUTO 11003KT 10SM OVC055 13/08 A3010 RMK AO2 RAE0356 SLP185 P0000 T01330083 402060083 $,2022-05-02T04:51:00+00:00,,27,13.3,,0,,8.3,,,101850,5.4,Cloudy
,16090,102100,330,21.737962986369,,KEWR 300451Z 33011KT 10SM CLR 11/M10 A3015 RMK AO2 SLP207 T01111100 401890056,2022-04-30T04:51:00+00:00,,9,11.1,,,,-10,,,102070,20.52,Clear
,16090,101930,10,85.795186713907,,KTEB 030451Z 01005KT 10SM SCT014 12/09 A3010 RMK AO2 SLP191 T01170094 401280106,2022-05-03T04:51:00+00:00,,3,11.7,,,,9.4,,,101910,9.36,Partly Cloudy
,16090,102030,,82.954048467221,,KNYC 030643Z AUTO VRB03KT 10SM OVC013 12/09 A3013 RMK AO2 T01170089 $,2022-05-03T06:43:00+00:00,,27,11.7,,,,8.9,,,,5.4,Cloudy
,3220,,,,,KJFK 021028Z 31016KT 2SM TSRA BR OVC011CB 11/09 A3007 RMK AO2 TWR VIS 3 LTG DSNT S AND SW RAE14B16 TSB15 OCNL LTGICCG OHD AND SW-NW TS OHD AND SW-NW MOV E P0000 T01110094,2022-05-02T10:28:00+00:00,,7,,,0,,,,,,,Thunderstorms and Rain and Fog/Mist
,16090,102030,120,89.181204957654,,KJFK 040251Z 12010KT 10SM OVC008 10/08 A3013 RMK AO2 SLP203 T01000083 58001,2022-05-04T02:51:00+00:00,,7,10,,,,8.3,,,102030,18.36,Cloudy
,16090,102070,140,69.322490896102,,KEWR 032251Z 14010KT 10SM FEW018 BKN150 OVC250 13/08 A3014 RMK AO2 SLP205 T01330078,2022-05-03T22:51:00+00:00,,9,13.3,,,,7.8,,,102050,18.36,Cloudy
,16090,101690,330,8.3087265108935,,KEWR 292351Z 33016G24KT 10SM CLR 16/M18 A3003 RMK AO2 PK WND 33030/2321 SLP170 T01611178 10189 20161 53011,2022-04-29T23:51:00+00:00,,9,16.1,,,,-17.8,,,101700,29.52,Clear
,16090,101930,60,74.00710179304,,KLGA 010751Z 06004KT 10SM CLR 09/05 A3010 RMK AO2 SLP192 T00940050,2022-05-01T07:51:00+00:00,,9,9.4,,,,5,8.41118436073,,101920,7.56,Clear
,16090,102130,60,71.62381165163,,KLGA 031251Z 06010KT 10SM SCT019 SCT250 13/08 A3016 RMK AO2 SLP214 T01280078,2022-05-03T12:51:00+00:00,,9,12.8,,,,7.8,,,102140,18.36,Partly Cloudy
,16090,101900,,56.109021888029,,KTEB 051451Z VRB04KT 10SM SCT036 18/09 A3009 RMK AO2 SLP188 T01830094 50004,2022-05-05T14:51:00+00:00,,3,18.3,,,,9.4,,,101880,7.56,Partly Cloudy
,16090,102070,350,24.174355909253,,KJFK 301351Z 35010KT 10SM CLR 13/M07 A3014 RMK AO2 SLP207 T01281072,2022-04-30T13:51:00+00:00,,7,12.8,,,,-7.2,,,102070,18.36,Clear
,3220,,,,,KEWR 022008Z 36005KT 2SM -DZ BR OVC007 14/12 A3002 RMK AO2 DZB00 P0000 T01390117 $,2022-05-02T20:08:00+00:00,,9,,,0,,,,,,,Light Drizzle and Fog/Mist
,16090,101830,160,66.304797658581,,KJFK 020051Z 16008KT 10SM FEW080 BKN110 12/06 A3007 RMK AO2 SLP181 T01220061,2022-05-02T00:51:00+00:00,,7,12.2,,,,6.1,,,101810,14.76,Mostly Cloudy
,16090,101730,190,79.811182429167,,KJFK 060151Z 19006KT 10SM BKN210 OVC250 13/09 A3004 RMK AO2 SLP171 T01280094,2022-05-06T01:51:00+00:00,,7,12.8,,,,9.4,,,101710,11.16,Cloudy
,16090,101660,360,69.530934577901,,KEWR 050551Z 36012KT 10SM FEW020 BKN033 BKN060 17/11 A3002 RMK AO2 SLP164 T01670111 10183 20167 50009,2022-05-05T05:51:00+00:00,,9,16.7,,,,11.1,,,101640,22.32,Mostly Cloudy
,1610,101630,130,74.499044679056,,KLGA 021023Z 13017KT 1SM R04/4500VP6000FT TSRA BR SCT015CB OVC021 12/08 A3001 RMK AO2 LTG DSNT S RAB08 TSB13 PRESFR FRQ LTGICCG OHD TS OHD MOV E P0020 T01220078 $,2022-05-02T10:23:00+00:00,,9,12.2,,0.01,,7.8,,,,31.68,Thunderstorms and Rain and Fog/Mist
,9660,101460,50,83.703963952178,,KLGA 061351Z 05009KT 6SM -RA FEW020 SCT035 OVC060 13/11 A2996 RMK AO2 SLP146 P0001 T01330106,2022-05-06T13:51:00+00:00,,9,13.3,,0,,10.6,,,101460,16.56,Light Rain
,16090,101760,170,27.865323005657,,KTEB 012051Z 17011KT 10SM CLR 18/M01 A3005 RMK AO2 SLP176 T01831006 56012,2022-05-01T20:51:00+00:00,,3,18.3,,,,-0.6,,,101760,20.52,Clear
,16090,101970,50,54.250951590895,,KEWR 051351Z 05007KT 10SM FEW029 FEW080 18/09 A3011 RMK AO2 SLP194 T01830089,2022-05-05T13:51:00+00:00,,9,18.3,,,,8.9,,,101940,12.96,Mostly Clear
,16090,102130,300,32.293550274726,,KNYC 300951Z AUTO 30003KT 10SM CLR 07/M08 A3016 RMK AO2 SLP206 T00721083 $,2022-04-30T09:51:00+00:00,,27,7.2,,,,-8.3,6.455723814993889,,102060,5.4,Clear
,16090,101800,330,43.644037289993,,,2022-05-05T16:51:00+00:00,,3,20.6,,,,7.8,,,101790,11.16,
,16090,102000,220,79.084822103185,,KJFK 010351Z 22005KT 10SM FEW250 08/04 A3012 RMK AO2 SLP198 T00780044,2022-05-01T03:51:00+00:00,,7,7.8,,,,4.4,6.143217519116111,,101980,9.36,Mostly Clear
,8050,,,,,KNYC 061351Z AUTO 03004KT 5SM -RA BR OVC055 13/12 A2999 RMK AO2 SLP147 P0002 T01330122 $,2022-05-06T13:51:00+00:00,,27,,,0,,,,,,,Light Rain and Fog/Mist
